"","year","state","st","gov_name","term_in_office","gov_party","last_term","term_length","limit_type","lame_duck_last_term","gov_pres_same_elect_year","gov_pres_same_party","winner_endorsements","winner_primary_candidates","runnerup_endorsements","runnerup_primary_candidates","unemployment","state_cpi","gross_state_product","change_gsp","total_debt_outstanding_gsp","change_total_debt_outstanding_gsp","scaled_total_debt_outstanding_gsp","change_scaled_total_debt_outstanding_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"71",1959,"Arizona","AZ","Fannin, Paul J.",1,0,0,2,0,0,0,0,0,1,NA,NA,NA,0.108897,NA,NA,NA,NA,NA,NA,0.796068995,38.1759,NA,51.153,0.44870001,NA,NA,NA,NA,NA,NA,NA,NA,221241,176781,NA,398491,0.555,0.444,NA,NA,NA,0
"72",1961,"Arizona","AZ","Fannin, Paul J.",2,0,0,2,0,0,0,1,NA,NA,NA,NA,NA,0.1117535,NA,NA,NA,NA,NA,NA,0.879159985,37.775049,NA,59.679001,0.40700001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"73",1963,"Arizona","AZ","Fannin, Paul J.",3,0,1,2,0,0,0,1,NA,NA,NA,NA,NA,0.1169475,3969.5,0.094170403587444,0.53256351,0.0913384558404893,-3.3694049343,0.0168702890287873,0.878085495,41.8814485,NA,54.346001,0.4517,NA,NA,NA,NA,NA,NA,0.6,0.35,242535,237753,NA,480770,0.504,0.495,NA,NA,NA,1
"74",1965,"Arizona","AZ","Goddard, Sam",1,1,1,2,0,0,0,0,0,4,NA,NA,NA,0.1265075,4657,0.0833793153110007,0.79923749,0.22988926983677,-3.2221083449,-0.0242888595828657,0.853144495,35.196001,NA,56.383499,0.53240001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"75",1967,"Arizona","AZ","Williams, Jack",1,0,0,2,0,0,0,1,0,3,NA,NA,NA,0.141428,5418,0.0828446193859273,1.24620995,0.256153120660033,-3.0443586433,-0.0282658573581426,0.945774495,30.0635985,NA,57.34,0.4623,204075,279923,483998,0.5784,0.421644304315307,0.156755695684693,NA,NA,266721,170514,46573,486936,0.548,0.35,0.096,NA,NA,1
"76",1969,"Arizona","AZ","Williams, Jack",2,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,0.165126505,6449.5,0.0811838234367432,1.12714495,-0.0812608406934256,-3.2636244861,0.048499874784586,0.83168751,37.8939495,NA,49.6805,0.42160001,201887,209522,411409,0.5093,0.490720912765642,0.018579087234358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"77",1971,"Arizona","AZ","Williams, Jack",3,0,1,4,0,0,0,0,NA,NA,NA,NA,NA,0.1997420025,9171.25,0.130130046352794,0.7357012475,-0.141651998232715,-3.91763380595,0.0488281166286577,0.8355337525,44.31647575,NA,45.95850075,0.49070001,273674,278375,552202,0.5041,0.495604869232636,0.00849513076736413,NA,NA,402812,198540,NA,622926,0.647,0.319,NA,NA,NA,0
"78",1975,"Arizona","AZ","Castro, Raul",1,1,1,4,0,0,0,1,1,4,NA,NA,10.9500001,0.250010495,12823,0.123336053696564,0.55632499,-0.0300451171556735,-4.1554460566,0.019520800613032,0.934175015,35.955801,-0.149313,39.087999,0.5043,NA,NA,NA,NA,NA,NA,NA,NA,418642,295602,NA,742719,0.564,0.398,NA,NA,NA,0
"79",1977,"Arizona","AZ","Castro, Raul and then Wesley Bolin",999,1,1,4,0,0,0,0,NA,NA,NA,NA,8.1999998,0.28230399,15182,0.107851722124927,NA,NA,NA,NA,0.99482501,29.8104,-0.123762,36.994999,0.5043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"80",1978,"Arizona","AZ","Bolin, Wesley, and then Bruce Babbitt",999,1,1,4,0,0,0,0,NA,NA,NA,NA,6.0999999,0.30987099,17477,0.151165854301146,NA,NA,NA,NA,0.97932303,25.2358,-0.126937,38.800999,0.53960001,241093,282605,538556,0.5247,0.447665609518787,0.0770343904812127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"81",1979,"Arizona","AZ","Babbitt, Bruce",1,1,0,4,0,0,0,0,NA,NA,NA,NA,7.67499995,0.3996322525,21448.25,0.077797002382116,0.4336614975,0.171228730454339,-5.02442595235,0.0265886190318857,0.956449495,24.93230025,-0.186254251,34.80700025,0.53960001,235877,453795,726364,0.6247,0.324736633423463,0.299963366576537,NA,NA,529688,246843,76952,873945,0.606,0.282,0.088,NA,NA,1
"82",1983,"Arizona","AZ","Babbitt, Bruce",2,1,1,4,0,0,0,1,NA,NA,NA,NA,6.875000125,0.4768289975,28470.5,0.0702377543967624,1.6764075,0.502030472893783,-5.01448253725,-0.00215907439495089,0.962185995,37.02165075,-0.2154557475,40.98050025,0.65799999,298986,343913,866984,0.3967,0.344857575226302,0.0518424247736983,NA,NA,681416,333854,NA,1025897,0.664,0.325,NA,NA,NA,0
"83",1987,"Arizona","AZ","Mecham, Evan",1,0,1,4,0,0,0,0,0,2,NA,NA,6.1999998,0.50934398,32664,0.0605539140881197,3.2253699,0.223951753370699,-4.087013324,-0.190795400366943,0.92580402,38.002102,-0.102376,44.141998,0.46509999,NA,NA,NA,NA,NA,NA,0.3225,0.5675,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"84",1988,"Arizona","AZ","Mecham, Evan and then Rose Mofford",999,0.73770493,1,4,0,0,0,0,NA,NA,NA,NA,6.3000002,0.52958202,35004,0.0716385011021308,NA,NA,NA,NA,0.91999799,37.737202,-0.144339,43.992001,0.46509999,NA,NA,NA,NA,NA,NA,0.553333333333333,0.223333333333333,702541,454029,NA,1171873,0.6,0.387,NA,NA,NA,0
"85",1989,"Arizona","AZ","Mofford, Rose",1,1,1,4,0,0,0,1,NA,NA,NA,NA,5.25,0.56893501,37904,0.0512400577435163,3.07582495,0.00609992007401089,-4.0014138459,-0.000533613725128723,0.93865451,37.939051,-0.041952001,46.8409995,0.46509999,519691,523984,1055406,0.4965,0.492408608630233,0.00409139136976672,0.484285714285715,0.417857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"86",1991,"Arizona","AZ","Mofford, Rose and then Fife Symington",999,0.1780822,1,4,0,0,0,0,NA,NA,NA,NA,5.6999998,0.60401201,41572,0.0747673216132367,NA,NA,NA,NA,0.97944802,35.662201,-0.103901,44.342999,0.47639999,448168,492569,940737,0.5236,0.476400949468342,0.0471990505316576,0.38125,0.32125,NA,NA,NA,NA,NA,NA,NA,0.6825,0.275,0
"87",1992,"Arizona","AZ","Symington, Fife",1,0,1,3,0,0,0,0,NA,NA,NA,NA,5.98,0.651945602,51317.6,0.0688379807369708,3.04842998,-0.0649793859097679,-3.99320582932,0.015519973731889,0.867044416,38.4187798,-0.1470721992,39.6909996,0.47639999,500702,593492,1129607,0.5254,0.443253273040978,0.082146726959022,0.355876190476191,0.609416666666667,597079.5,598169,232906.5,1445690,0.414,0.415,0.159,0.371979166666667,0.600840277777778,0
"88",1997,"Arizona","AZ","Switch; Symington then Jane Hull-R",999,0,1,4,2,0,0,1,NA,NA,NA,NA,4.5999999,0.69790798,59837,0.0320994894439077,NA,NA,NA,NA,0.80190003,42.391201,-0.217898,33.879002,0.4576,NA,NA,NA,NA,NA,NA,0.368,0.498,NA,NA,NA,NA,NA,NA,NA,0.444,0.532,1
"89",1998,"Arizona","AZ","Hull, Jane",1,0,1,4,2,0,0,1,NA,NA,NA,NA,4.65999994,0.76596019,68176,0.0433654201653939,2.07372006,0.0325490307241965,-4.7095915676,0.0126580575818068,0.84184141,42.1065192,-0.1140290022,38.0916004,0.37279999,458008.5,593236,1121863.5,0.5357,0.403753757413418,0.131946242586582,0.520416666666667,0.355833333333333,781652,685341,45645,1532016,0.51,0.447,0.03,0.579866666666667,0.342791666666667,1
"90",2003,"Arizona","AZ","Napolitano, Janet",1,1,0,4,2,0,0,1,2,4,NA,NA,4.89791661666667,0.9097277525,85765.75,0.0604713595977122,3.328417475,0.0896486281448551,-3.8759721555,-0.0408760641697287,0.94875774,47.85940075,-0.12629074725,47.3062495,0.50529999,543528,959830,1533645,0.6258,0.354402746398286,0.271397253601714,0.595619047619048,0.301964285714286,1104294,893524,NA,2012585,0.549,0.444,NA,0.468768523143523,0.520066544566545,0
"91",2007,"Arizona","AZ","Napolitano, Janet",2,1,1,4,2,1,0,1,NA,NA,NA,NA,4.98333333333334,1.03429995,98342,0.0315008499226751,3.85442495,0.0888296935505035,-3.832377943,-0.0140240863286106,0.96432498,48.617498,-0.114277,51.6255,0.63849998,NA,NA,NA,NA,NA,NA,0.663,0.2715,1230111,1034707,NA,2293475,0.536,0.451,NA,0.345,0.61,0
"92",2009,"Arizona","AZ","Brewer, Jan",1,0,0,4,2,0,0,1,NA,NA,NA,NA,9.52708333333333,1.050885,100680.5,0.0155572293808157,5.21939495,0.168506667391821,-2.94244556,-0.159310136626682,0.904943525,44.6031255,-0.125374999666667,49.6394995,0.63849998,733935,938934,1728081,0.5433,0.424710994449913,0.118589005550087,0.3275,0.375,1233654,1025232,NA,2299254,0.537,0.446,NA,0.51,0.4,1
"93",2013,"Arizona","AZ","Brewer, Jan",2,0,1,4,2,0,0,0,NA,NA,NA,NA,7.2625,NA,NA,NA,NA,NA,NA,NA,NA,45.444199,NA,NA,NA,626921,805062,1506416,0.5344,0.41616724729424,0.11823275270576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"94",2015,"Arizona","AZ","Ducey, Doug",1,0,1,4,2,0,0,0,NA,NA,NA,NA,5.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252401,1161167,106327,2573165,0.487,0.451,0.041,NA,NA,1
"95",1950,"California","CA","Warren, Earl",1,0,1,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.735873505,NA,NA,NA,0.35139999,NA,NA,NA,NA,NA,NA,NA,NA,2897310,2197548,NA,5141849,0.563,0.427,NA,NA,NA,1
"96",1954,"California","CA","Knight, Goodwin J.",1,0,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854283606,NA,NA,43.6946653333333,0.4316,NA,NA,NA,NA,NA,NA,NA,NA,3027668,2420135,NA,5466355,0.554,0.443,NA,NA,NA,0
"97",1959,"California","CA","Brown, Edmund G. """"""""Pat"""""""" Sr.",1,1,0,4,0,0,0,1,0,2,NA,NA,NA,0.104664666666667,NA,NA,NA,NA,NA,NA,0.8238827575,59.9191663333333,NA,54.208249,0.59799999,NA,NA,NA,NA,NA,NA,0.225,0.66,3259722,3224099,NA,6506578,0.501,0.496,NA,NA,NA,0
"98",1963,"California","CA","Brown, Edmund G. """"""""Pat"""""""" Sr.",2,1,1,4,0,0,0,0,NA,NA,NA,NA,NA,0.1171215,76050.5,0.0766835883600374,4.61803245,0.0460894933840528,0.6563753104,0.245290292424652,0.7999862425,52.7504245,NA,54.61275,0.52569997,NA,NA,NA,NA,NA,NA,0.3275,0.623333333333333,2879108,4171877,NA,7057586,0.408,0.591,NA,0.34125,0.5475,1
"99",1967,"California","CA","Reagan, Ronald",1,0,0,4,0,0,0,1,0,4,NA,NA,NA,0.1479455025,101726.5,0.0727273611728958,5.129542475,-0.00942935149901353,0.7888734603,-0.166839442464043,0.933876515,53.302576,NA,51.302,0.4235,2938807,3439664,6510272,0.5283,0.451410785908792,0.0768892140912085,0.396666666666667,0.535,3467664,3244318,487270,7251587,0.478,0.447,0.067,NA,NA,1
"100",1971,"California","CA","Reagan, Ronald",2,0,1,4,0,0,0,0,NA,NA,NA,NA,NA,0.194931,140640.25,0.0964640831260654,4.331672525,-0.0503526686286715,-0.32166252845,0.758761088444873,0.9546387625,53.55810075,NA,46.53875,0.46070001,2952954,3131648,6248070,0.5012,0.47261858461893,0.0285814153810697,0.306666666666667,0.65,4602096,3475847,NA,8367862,0.55,0.415,NA,NA,NA,0
"101",1975,"California","CA","Brown, Edmund G. """"""""Jerry"""""""" Jr.",1,1,0,4,0,0,0,1,0,7,NA,NA,8.599999775,0.2785462525,217034,0.129185881066956,3.132709975,-0.0861472471235219,-1.68070477705,0.327566422908364,0.8236079975,51.892724,-0.0310943326666667,41.02249925,0.5147,2526534,3878812,6922378,0.5603,0.364980646823967,0.195319353176033,0.426875,0.508125,3882244,3742284,NA,7867117,0.493,0.476,NA,0.53,0.35,0
"102",1979,"California","CA","Brown, Edmund G. """"""""Jerry"""""""" Jr.",2,1,0,4,0,0,0,0,NA,NA,NA,NA,7.574999925,0.423534005,346011.25,0.106625060995034,2.556037475,-0.00518351663479272,-2.90204997485,0.0781757140184275,0.800895245,47.8706245,-0.05979574975,35.75675125,0.6056,3787669,3881014,7876698,0.4927,0.480870156504667,0.0118298434953327,0.282125,0.695625,4524858,3083661,739833,8587063,0.527,0.359,0.086,0.64,0.28,1
"103",1983,"California","CA","Deukmejian, George",1,0,0,4,0,0,0,0,0,5,NA,NA,7.8499999,0.51532898,498824.25,0.093743306997749,3.0705275,0.0820987351184778,-3.62036253725,0.0693445393187195,0.92276475,50.74930075,-0.0863950005,41.73775,0.4939,2781714,4506601,7443551,0.6054,0.373707925155615,0.231692074844385,0.444166666666667,0.468791666666667,5467009,3922519,NA,9505423,0.575,0.413,NA,0.36,0.06,0
"104",1987,"California","CA","Deukmejian, George",2,0,1,4,0,0,0,0,NA,NA,NA,NA,5.45000005,0.61651525,695843.25,0.0826404233055873,3.64724505,0.0110332327102315,-3.4794982551,-0.0498440150523913,0.9759287525,54.78985025,-0.09677074925,45.67299825,0.38170001,3525197,3791904,7699467,0.4925,0.457849484905903,0.0346505150940968,0.457619047619048,0.441785714285714,5054917,4702233,NA,9887065,0.511,0.476,NA,0.460833333333334,0.422619047619048,0
"105",1991,"California","CA","Wilson, Peter B. """"""""Pete""""""""",1,0,0,4,2,0,0,0,5,5,NA,NA,8.625,0.7274502525,821302.75,0.0273112572692676,4.828247325,0.106662095837635,-2.4620840856,-0.18869087010529,0.954390005,51.58190025,-0.07095349925,43.68025025,0.48179999,3519799,4781766,8665375,0.5518,0.406191191956494,0.145608808043506,0.315188492063492,0.605654761904762,3630574,5121325,2296006,11131721,0.326,0.46,0.206,0.502076007326008,0.38451282051282,0
"106",1995,"California","CA","Wilson, Peter B. """"""""Pete""""""""",2,0,1,4,2,1,0,1,NA,NA,NA,NA,6.4666667,0.7861000175,993940.75,0.0632890064682006,4.731884925,-0.0504598155588959,-1.9385558455,0.129932135325721,0.976792245,52.20080075,-0.06668324975,32.880251,0.42399999,3218030,4860702,8385196,0.5797,0.38377516756913,0.19592483243087,0.384368055555555,0.608055555555556,3828380,5119835,697847,10019484,0.382,0.511,0.07,0.541419726107226,0.353920454545455,1
"107",1999,"California","CA","Davis, Gray",1,1,1,4,2,0,0,0,2,3,NA,NA,5.524999975,0.86699274,1300000,0.0627913752913753,4.650042425,0.0344429240800099,-2.1651318755,-0.0192563106269204,0.826933755,55.3012245,-0.00380474975,37.53724925,0.60170001,3169801,3533490,7476311,0.4726,0.423979286040936,0.0486207139590635,0.519543269230769,0.351307692307693,4567429,5861203,418707,10965856,0.417,0.534,0.038,0.643301587301587,0.276867724867725,1
"108",2003,"California","CA","Switch; Davis-D then Schwarzenegger",999,1,1,4,2,1,0,1,NA,NA,NA,NA,6.6999998,0.95019901,1500000,0.0714285714285714,NA,NA,NA,NA,0.82765001,55.624901,-0.028267,42.784,0.52710003,NA,NA,NA,NA,NA,NA,0.392295081967213,0.534098360655738,NA,NA,NA,NA,NA,NA,NA,0.477222222222222,0.46,0
"109",2004,"California","CA","Schwarzenegger, Arnold",1,0,0,4,2,0,0,0,NA,NA,NA,NA,5.50555548888889,1.0791133,1700000,0.0626633986928105,6.3792966,-0.0225162894379158,-0.854312723333334,0.315393887202056,0.905558326666667,58.9215673333333,-0.0170979996666667,44.720333,0.52710003,3376732,4850157,8679416,0.5588,0.389050599717769,0.169749400282231,0.470454441391941,0.422142857142857,5509826,6745485,NA,12421852,0.444,0.543,NA,0.364180035650624,0.585516934046346,0
"110",2007,"California","CA","Schwarzenegger, Arnold",2,0,1,4,2,1,0,0,NA,NA,NA,NA,9.00833333333334,1.234617475,1875000,0.0146198830409357,6.9039351,0.0667396727566231,-1.0203866015,-0.206461805969306,0.94542125,61.69205025,0.040462751,49.24775025,0.41049999,4127391,5428149,10095185,0.5377,0.408847485212009,0.128852514787991,0.417111111111111,0.511285714285714,5011781,8274473,NA,13561900,0.37,0.61,NA,0.393019607843137,0.554305882352941,0
"111",2011,"California","CA","Brown, Edmund G. """"""""Jerry"""""""" Jr.",3,1,0,4,2,0,0,0,3,7,NA,NA,9.63124999999999,NA,NA,NA,NA,NA,NA,NA,NA,56.1482986666667,-0.042022001,NA,NA,2929213,4388368,7317581,0.5997,0.400297994651511,0.199402005348489,NA,NA,4839958,7854285,NA,13038547,0.371,0.602,NA,NA,NA,1
"112",2015,"California","CA","Brown, Edmund G. """"""""Jerry"""""""" Jr.",4,1,1,4,2,1,0,0,NA,NA,NA,NA,5.48611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4483810,8753788,478500,14181595,0.316,0.617,0.034,NA,NA,1
"113",1950,"Colorado","CO","Johnson, Walter Walford",1,1,1,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94213903,NA,NA,NA,0.47389999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"114",1951,"Colorado","CO","Thonton, Daniel I.J.",1,0,0,2,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885115505,NA,NA,NA,0.47389999,NA,NA,NA,NA,NA,NA,NA,NA,379782,245504,NA,630103,0.603,0.39,NA,NA,NA,1
"115",1953,"Colorado","CO","Thonton, Daniel I.J.",2,0,1,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804601995,NA,NA,NA,0.42629999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"116",1955,"Colorado","CO","Johnson, Edwin C.",1,1,1,2,2,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.922976495,NA,NA,45.141998,0.53560001,NA,NA,NA,NA,NA,NA,NA,NA,394479,257997,NA,657074,0.6,0.393,NA,NA,NA,0
"117",1957,"Colorado","CO","McNichols, Stephen L.R.",1,1,0,2,2,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8941665,NA,NA,49.9025,0.51340002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"118",1959,"Colorado","CO","McNichols, Stephen L.R.",2,1,1,4,2,0,0,1,NA,NA,NA,NA,NA,0.115290666666667,NA,NA,NA,NA,NA,NA,0.8324742475,57.3141326666667,NA,52.20025,0.58410001,NA,NA,NA,NA,NA,NA,0.446923076923077,0.389230769230769,402242,330629,NA,736236,0.546,0.449,NA,0.64,0.34,0
"119",1963,"Colorado","CO","Love, John A.",1,0,0,4,2,0,0,1,0,2,NA,NA,NA,0.146883165,8640.16666666667,0.102410006938351,1.484738335,-0.0586509771914895,-2.71180512006667,0.0576728875179545,0.892825008333333,43.1405506666667,NA,52.9256668333333,0.4294,NA,NA,NA,NA,NA,NA,NA,NA,446978,403002,NA,865435,0.504,0.4795,NA,NA,NA,1
"120",1967,"Colorado","CO","Love, John A.",2,0,1,4,2,0,0,1,NA,NA,NA,NA,NA,0.1558667475,9029.25,0.0945355829200887,1.4788275,-0.0783925970085793,-2.8618415147,0.0841322823347744,0.84685774,43.18925,NA,48.65650025,0.44600001,302432,350690,668496,0.5246,0.452406596299753,0.0721934037002465,NA,NA,409345,335174,60813,811199,0.505,0.413,0.075,NA,NA,1
"121",1973,"Colorado","CO","Love, John A. and John D. Vanderhoof",999,0,1,4,2,0,0,0,NA,NA,NA,NA,NA,0.20766699,16120,0.169471851421938,NA,NA,NA,NA,0.81797302,52.3419,NA,41.416,0.46309999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"122",1974,"Colorado","CO","Vanderhoof, John D.",1,0,1,4,2,0,0,0,NA,NA,NA,NA,NA,0.230232,17852,0.107444168734491,0.709517,-0.0351184139723147,-3.9108062992,-0.00362733115092428,0.86901402,52.644501,NA,40.290001,0.53799999,378907,441199,828968,0.5322,0.457082782447573,0.0751172175524266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"123",1975,"Colorado","CO","Lamm, Richard D.",1,1,0,4,2,0,0,1,0,2,NA,NA,6.125,0.2823549975,24311.25,0.132979212808049,0.7520545075,0.129663822770739,-4.06136024455,0.00513105833054769,0.9680839925,44.521351,-0.050524334,40.2345,0.53799999,317292,483985,823807,0.5875,0.385153318677797,0.202346681322203,NA,NA,584367,460353,NA,1081554,0.54,0.426,NA,NA,NA,0
"124",1979,"Colorado","CO","Lamm, Richard D.",2,1,0,4,2,0,0,0,NA,NA,NA,NA,5.899999975,0.41367925,40936.25,0.128671934033338,1.409925,0.113983387422178,-4.04816244985,0.0194001442491435,0.975556255,43.2409745,-0.09519825275,34.23875025,0.60399997,302740,627960,956021,0.6568,0.316666684100035,0.340133315899965,NA,NA,652264,367973,130633,1184415,0.551,0.311,0.11,NA,NA,1
"125",1983,"Colorado","CO","Lamm, Richard D.",3,1,1,4,2,0,0,1,NA,NA,NA,NA,6.375,0.4901029925,56889.75,0.063980266903233,2.582392525,0.217465657899414,-4.10849751225,0.0118800759919984,0.9649802475,41.21592425,-0.11504475275,39.3855,0.67470002,434420,616325,1058928,0.582,0.410245078041189,0.171754921958811,NA,NA,821817,454975,NA,1295380,0.634,0.351,NA,NA,NA,0
"126",1987,"Colorado","CO","Romer, Roy",1,1,0,4,2,0,0,1,0,1,NA,NA,6.20000005,0.5552674975,69606.75,0.0551550527218807,3.315357475,-0.00211381058269577,-3.8113858301,-0.0275038798973446,0.94354874,45.89017375,-0.15723849925,45.1685,0.58660001,NA,NA,NA,NA,NA,NA,0.653333333333333,NA,728177,621453,NA,1372394,0.531,0.453,NA,NA,NA,0
"127",1991,"Colorado","CO","Romer, Roy",2,1,0,4,2,0,0,1,NA,NA,NA,NA,5.074999925,0.6463339925,91808.5,0.0845518640791209,3.281142475,-0.00575102215573076,-4.0091889356,-0.0026584396396333,0.9832317525,44.564375,-0.098116,42.17550075,0.63590002,432042,619205,1116307,0.5547,0.387027941238387,0.167672058761613,0.58975,0.30625,562850,629681,366010,1569180,0.359,0.401,0.233,0.4125,0.4875,0
"128",1995,"Colorado","CO","Romer, Roy",3,1,1,4,2,1,0,0,NA,NA,NA,NA,3.79999995,0.721862985,127298.75,0.0801707941734971,2.763592475,-0.04714312891696,-3.9068482955,0.0184823640883636,0.9743770075,44.9369505,-0.1391495025,31.11575025,0.58899999,639905,648202,1321307,0.4906,0.484296987755306,0.0063030122446941,0.588333333333333,0.393333333333333,691848,671152,99629,1510704,0.458,0.444,0.066,0.438333333333333,0.561666666666667,1
"129",1999,"Colorado","CO","Owens, Bill",1,0,0,4,2,0,0,1,0,2,NA,NA,3.749999975,0.837925745,173671.75,0.0704239103722735,2.937742475,0.119286861282412,-3.8774318255,-0.051306241856185,0.9029512575,45.143775,-0.06779274925,34.94924975,0.49540001,475373,884583,1412602,0.6262,0.336522955510469,0.289677044489531,0.618833333333333,0.265,883748,738227,91434,1741368,0.508,0.424,0.053,0.592,0.371333333333333,1
"130",2003,"Colorado","CO","Owens, Bill",2,0,1,4,2,1,0,0,NA,NA,NA,NA,5.18333335833333,0.99533675,210273.5,0.0542852891524402,5.27998245,0.106293364646325,-1.9244071805,-0.125370881989863,0.9211517575,50.6250745,-0.10965799775,42.97175,0.34959999,625886,888096,1558387,0.5699,0.401624243528726,0.168275756471275,0.533636363636363,0.403522727272727,1101255,1001732,NA,2130330,0.517,0.47,NA,0.49625,0.465520833333333,0
"131",2007,"Colorado","CO","Ritter, Bill",1,1,1,4,2,0,0,1,0,1,NA,NA,6.15,1.15773,251355.75,0.0288977921229282,6.43281495,0.0361694186576881,-1.4915067515,0.0272503120704268,0.8554072375,51.4793755,-0.17829874825,45.8170005,0.58660001,652376,915436,1793148,0.5105,0.363816037493838,0.146683962506162,0.563333333333333,0.286666666666667,1073589,1288576,NA,2401361,0.447,0.537,NA,0.285,0.64,0
"132",2011,"Colorado","CO","Hickenlooper, John",1,1,0,4,2,0,0,0,0,1,NA,NA,7.025,NA,NA,NA,NA,NA,NA,NA,NA,46.051399,0.108683,NA,NA,938195,1006433,2041607,0.493,0.459537511381965,0.0334624886180347,NA,NA,1185243,1323101,NA,2569520,0.461,0.515,NA,NA,NA,1
"133",2015,"Colorado","CO","Hickenlooper, John",2,1,1,4,2,1,0,0,NA,NA,NA,NA,3.31944444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202484,1338870,144121,2780220,0.433,0.482,0.052,NA,NA,1
"134",1950,"Connecticut","CT","Bowles, Chester",1,1,1,4,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91444701,NA,NA,NA,0.4901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"135",1951,"Connecticut","CT","Lodge, John D.",1,0,1,4,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9073772425,NA,NA,NA,0.4901,NA,NA,NA,NA,NA,NA,NA,NA,611012,481649,NA,1096911,0.557,0.439,NA,NA,NA,1
"136",1955,"Connecticut","CT","Ribicoff, Abraham",1,1,0,4,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8997604975,NA,NA,50.7610003333333,0.50169998,NA,NA,NA,NA,NA,NA,NA,NA,711837,405079,NA,1117121,0.637,0.363,NA,NA,NA,0
"137",1959,"Connecticut","CT","Ribicoff, Abraham",2,1,1,4,2,0,0,1,NA,NA,NA,NA,NA,0.14746299,NA,NA,NA,NA,NA,NA,0.94710648,68.159302,NA,60.2659985,0.62730002,NA,NA,NA,NA,NA,NA,NA,NA,565813,657055,NA,1222883,0.463,0.537,NA,NA,NA,0
"138",1961,"Connecticut","CT","Dempsey, John",1,1,0,4,2,0,0,0,NA,NA,NA,NA,NA,0.172679833333333,13100.5,0.0689604797246732,11.0341,0.0519041526960614,6.8877310598,0.0786878009257495,0.889153648333333,66.8124326666667,NA,56.9183338333333,0.62730002,500561,582160,1082797,0.5376,0.462285174414041,0.0753148255859593,0.71,0.23,390996,826269,NA,1218578,0.321,0.678,NA,NA,NA,1
"139",1965,"Connecticut","CT","Dempsey, John",2,1,1,4,2,0,0,0,NA,NA,NA,NA,NA,0.175825505,13041.5,0.0793330830020849,9.9720674,-0.0181879047370479,5.8161101859,-0.0411179427064384,0.9079149975,65.13420125,NA,57.45674975,0.53210002,NA,NA,NA,NA,NA,NA,NA,NA,556721,621561,76650,1256232,0.443,0.495,0.061,NA,NA,1
