"","year","state","st","gov_name","term_in_office","gov_party","term_length","limit_type","lame_duck_last_term","gub_election","gov_pres_same_elect_year","gov_pres_same_party","unemployment","state_cpi","gross_state_product","lagged_gsp","change_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"731",1950,"Idaho","ID","Robins, C.A.",2,0,4,0,0,1,0,1,NA,NA,NA,NA,NA,0.87619001,NA,NA,NA,0.47440001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",1951,"Idaho","ID","Jordan, Leonard B.",2,0,4,0,0,0,0,1,NA,NA,NA,NA,NA,0.88386798,NA,NA,NA,0.47440001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",1952,"Idaho","ID","Jordan, Leonard B.",2,0,4,0,0,0,0,1,NA,NA,NA,NA,NA,0.82736099,NA,NA,NA,0.47440001,NA,NA,NA,NA,NA,NA,NA,NA,180707,95081,NA,276254,0.654,0.344,NA,NA,NA,NA
"734",1953,"Idaho","ID","Jordan, Leonard B.",2,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.770854,NA,NA,NA,0.47440001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",1954,"Idaho","ID","Jordan, Leonard B.",2,0,4,0,0,1,0,0,NA,NA,NA,NA,NA,0.77690601,NA,NA,NA,0.4576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",1955,"Idaho","ID","Smylie, Robert E.",2,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.78295797,NA,NA,NA,0.4576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",1956,"Idaho","ID","Smylie, Robert E.",2,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.846816,NA,NA,40.949001,0.4576,NA,NA,NA,NA,NA,NA,NA,NA,166979,105868,NA,272989,0.612,0.388,NA,NA,NA,NA
"738",1957,"Idaho","ID","Smylie, Robert E.",2,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.91067302,NA,NA,41.395,0.4576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",1958,"Idaho","ID","Smylie, Robert E.",2,0,4,0,0,1,0,0,NA,NA,NA,NA,NA,0.96768701,NA,NA,54.646,0.49039999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",1959,"Idaho","ID","Smylie, Robert E.",2,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.97529799,NA,NA,52.778999,0.49039999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",1960,"Idaho","ID","Smylie, Robert E.",2,0,4,0,0,0,0,0,NA,0.108862,NA,NA,NA,0.99193901,47.987099,NA,49.909,0.49039999,NA,NA,NA,NA,NA,NA,NA,NA,161597,138853,NA,300450,0.538,0.462,NA,NA,NA,NA
"742",1961,"Idaho","ID","Smylie, Robert E.",2,0,4,0,0,0,0,1,NA,0.110582,NA,NA,NA,0.959176,51.0453,NA,54.966999,0.49039999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",1962,"Idaho","ID","Smylie, Robert E.",2,0,4,0,0,1,0,1,NA,0.114839,NA,NA,NA,0.90773702,50.862701,NA,62.346001,0.45359999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",1963,"Idaho","ID","Smylie, Robert E.",3,0,4,0,0,0,0,1,NA,0.118031,7921,NA,NA,0.85629898,49.2071,NA,57.044998,0.45359999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",1964,"Idaho","ID","Smylie, Robert E.",3,0,4,0,0,0,0,1,NA,0.122251,8350,7921,0.0541598283045071,0.84970999,48.7803,NA,57.276001,0.45359999,NA,NA,NA,NA,NA,NA,NA,NA,143557,148920,NA,292477,0.491,0.509,NA,NA,NA,NA
"746",1965,"Idaho","ID","Smylie, Robert E.",3,0,4,0,0,0,0,1,NA,0.13010199,9196,8350,0.101317365269461,0.84311998,38.8409,NA,49.837002,0.45359999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",1966,"Idaho","ID","Smylie, Robert E.",3,0,4,0,0,1,0,1,NA,0.13473301,10202,9196,0.109395389299696,0.83750099,30.8944,NA,53.755001,0.4727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",1967,"Idaho","ID","Samuelson, Don",2,0,4,0,0,0,0,1,NA,0.14039201,10617,10202,0.040678298372868,0.83188099,40.641899,NA,39.223999,0.4727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",1968,"Idaho","ID","Samuelson, Don",2,0,4,0,0,0,0,1,NA,0.146945,11273,10617,0.0617876989733446,0.83217102,36.027699,NA,43.533001,0.4727,NA,NA,NA,NA,NA,NA,NA,NA,165369,89273,36541,291183,0.568,0.307,0.125,NA,NA,NA
"750",1969,"Idaho","ID","Samuelson, Don",2,0,4,0,0,0,0,0,NA,0.162926,12332,11273,0.0939412756142997,0.832461,51.084,NA,45.23,0.4727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",1970,"Idaho","ID","Samuelson, Don",2,0,4,0,0,1,0,0,NA,0.173907,12957,12332,0.050681154719429,0.86948299,51.678501,NA,47.738998,0.52219999,117108,128004,245112,0.5222,0.477773426025654,0.0444265739743464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",1971,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,1,NA,0.18299399,13666,12957,0.0547194566643514,0.90650499,47.445702,NA,51.555,0.52219999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",1972,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,1,NA,0.192762,15311,13666,0.120371725450022,0.92388499,44.064999,NA,49.667999,0.52219999,NA,NA,NA,NA,NA,NA,NA,NA,199384,80826,NA,310379,0.642,0.26,NA,NA,NA,NA
"754",1973,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,1,NA,0.208408,18502,15311,0.208412252628829,0.94126397,44.390598,NA,44.091999,0.52219999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",1974,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,1,0,1,NA,0.23162501,19341,18502,0.045346449032537,0.94878203,37.543499,NA,43.577999,0.72820002,68731,184142,259632,0.7092,0.264724687249646,0.444475312750354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",1975,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,1,6.1999998,0.24952599,21993,19341,0.13711803939817,0.95630002,38.674198,NA,43.380001,0.72820002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",1976,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,1,5.6999998,0.26347601,24436,21993,0.111080798435866,0.977211,34.595299,-0.244938,43.353001,0.72820002,NA,NA,NA,NA,NA,NA,NA,NA,204151,126549,NA,344071,0.593,0.368,NA,NA,NA,NA
"758",1977,"Idaho","ID","Evans, John V.",0,1,4,0,0,0,0,0,5.9000001,0.28577599,27011,24436,0.105377312162383,0.99812102,36.926998,-0.54340702,42.294998,0.72820002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",1978,"Idaho","ID","Evans, John V.",0,1,4,0,0,1,0,0,5.6999998,0.31134799,30763,27011,0.138906371478287,0.98728001,34.144402,-0.35873699,43.220001,0.59759998,114149,169540,288566,0.5875,0.395573283061761,0.191926716938239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",1979,"Idaho","ID","Evans, John V.",2,1,4,0,0,0,0,0,5.6999998,0.343714,33496,30763,0.0888404901992654,0.976439,23.707199,-0.34352401,39.074001,0.59759998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",1980,"Idaho","ID","Evans, John V.",2,1,4,0,0,0,0,0,7.9000001,0.384644,34582,33496,0.0324217817052783,0.95577699,31.7185,-0.218926,36.865002,0.59759998,NA,NA,NA,NA,NA,NA,NA,NA,290699,110192,27058,437431,0.665,0.252,0.062,NA,NA,NA
"762",1981,"Idaho","ID","Evans, John V.",2,1,4,0,0,0,0,1,7.5999999,0.41700399,38272,34582,0.106702909027818,0.93511403,33.000401,-0.50778902,37.009998,0.59759998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",1982,"Idaho","ID","Evans, John V.",2,1,4,0,0,1,0,1,9.8000002,0.43616301,37289,38272,-0.0256845735785953,0.92495,32.7342,-0.422562,37.911999,0.50639999,161157,165365,326522,0.5064,0.493556330048205,0.0128436699517949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",1983,"Idaho","ID","Evans, John V.",2,1,4,0,0,0,0,1,9.8000002,0.449543,37481,37289,0.00514897154656868,0.91478598,22.9223,-0.49790201,36.130001,0.50639999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",1984,"Idaho","ID","Evans, John V.",2,1,4,0,0,0,0,1,7.1999998,0.46358499,41264,37481,0.100931138443478,0.90863901,20.0259,-0.27019399,36.342999,0.50639999,NA,NA,NA,NA,NA,NA,NA,NA,297523,108510,NA,411144,0.724,0.264,NA,NA,NA,NA
"766",1985,"Idaho","ID","Evans, John V.",2,1,4,0,0,0,0,1,7.9000001,0.47750399,42431,41264,0.0282813105854982,0.902493,16.3456,-0.139101,37.852001,0.50639999,NA,NA,NA,NA,NA,NA,0.59,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",1986,"Idaho","ID","Evans, John V.",2,1,4,0,0,1,0,1,8.6999998,0.48472601,43226,42431,0.0187363012891517,0.899113,23.5637,-0.48290399,39.719002,0.50470001,189794,193429,387426,0.4993,0.489884519882507,0.00941548011749344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",1987,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,1,8,0.50023103,45283,43226,0.0475871003562671,0.895733,26.041401,-0.094736002,40.271999,0.50470001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",1988,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,1,5.8000002,0.52006799,49088,45283,0.0840271183446326,0.90529901,29.3214,-0.18568,39.394001,0.50470001,NA,NA,NA,NA,NA,NA,NA,NA,253881,147272,NA,408968,0.621,0.36,NA,NA,NA,NA
"770",1989,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,1,5.0999999,0.54419398,52907,49088,0.0777990547588006,0.91486502,20.982901,-0.53713399,41.404999,0.50470001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",1990,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,1,0,1,5.8000002,0.57172698,56121,52907,0.060748105165668,0.93934602,21.9268,-0.42936099,44.612999,0.6821,101937,218673,320610,0.6821,0.31794703845794,0.36415296154206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",1991,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,1,6.0999999,0.59237099,57944,56121,0.0324833841164627,0.963826,34.275902,-0.246628,40.306999,0.6821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",1992,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,1,6.5,0.61018002,61870,57944,0.0677550738644208,0.97104502,40.7253,-0.215937,41.130001,0.6821,NA,NA,NA,NA,NA,NA,0.57,0.4,202645,137013,130395,482142,0.42,0.284,0.27,NA,NA,NA
"774",1993,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,0,0,0,6.0999999,0.62761402,63386,61870,0.0245029901406175,0.97826302,35.1395,-0.38120201,38.847,0.6821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",1994,"Idaho","ID","Andrus, Cecil D.",2,1,4,0,0,1,0,0,5.5999999,0.64341599,70161,63386,0.106884801060171,0.90671003,22.9174,-0.232897,33.979,0.45629999,181363,216123,413346,0.5229,0.438768005496606,0.0841319945033943,0.63,0.37,NA,NA,NA,NA,NA,NA,NA,0.3,0.686666666666667,1
"776",1995,"Idaho","ID","Batt, Philip E.",1,0,4,0,0,0,0,1,5.4,0.66120601,73137,70161,0.04241672724163,0.83515698,19.821501,-0.303855,30.452999,0.45629999,NA,NA,NA,NA,NA,NA,0.47,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",1996,"Idaho","ID","Batt, Philip E.",1,0,4,0,0,0,0,1,5.1999998,0.67733997,78819,73137,0.0776898150047172,0.76925898,20.124599,-0.18056899,29.108999,0.45629999,NA,NA,NA,NA,NA,NA,0.533333333333333,0.426666666666667,256595,165443,62518,491719,0.522,0.336,0.127,0.305,0.695,1
"778",1997,"Idaho","ID","Batt, Philip E.",1,0,4,0,0,0,0,1,5.3000002,0.68944901,81804,78819,0.0378715791877593,0.70336097,13.462,-0.262472,27.701,0.45629999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.71,1
"779",1998,"Idaho","ID","Batt, Philip E.",1,0,4,0,0,1,0,1,5,0.708929,83797,81804,0.0243631118282726,0.68558103,30.0422,-0.12023,25.641001,0.30039999,110815,258095,381248,0.677,0.290663819875776,0.386336180124224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",1999,"Idaho","ID","Kempthorne, Dirk",1,0,4,0,0,0,0,1,5.1999998,0.73258603,87298,83797,0.0417795386469684,0.66780198,25.2248,-0.18790101,25.85,0.30039999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",2000,"Idaho","ID","Kempthorne, Dirk",1,0,4,0,0,0,0,1,4.9000001,0.76391798,93287,87298,0.0686040917317694,0.65270102,17.7824,-0.34497499,29.112,0.30039999,NA,NA,NA,NA,NA,NA,NA,NA,336937,138637,12292,501621,0.672,0.276,0.025,0.4,0.57,1
"782",2001,"Idaho","ID","Kempthorne, Dirk",1,0,4,0,0,0,0,0,5,0.78913999,94069,93287,0.00838273285666813,0.6376,22.058201,-0.281598,33.422001,0.30039999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",2002,"Idaho","ID","Kempthorne, Dirk",1,0,4,0,0,1,0,0,5.8000002,0.80884498,98538,94069,0.0475076805323751,0.65436602,16.446199,-0.224133,33.226002,0.4258,171711,231566,411477,0.5628,0.417304004841097,0.145495995158903,0.43,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",2003,"Idaho","ID","Kempthorne, Dirk",2,0,4,0,0,0,0,0,5.4000001,0.83365899,104528,98538,0.0607887312508879,0.67113203,22.4634,-0.295021,35.191002,0.4258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",2004,"Idaho","ID","Kempthorne, Dirk",2,0,4,0,0,0,0,0,5.3000002,0.87491697,115993,104528,0.109683529771927,0.68968397,18.9779,-0.26753899,34.036999,0.4258,NA,NA,NA,NA,NA,NA,NA,NA,409235,181098,NA,598447,0.684,0.303,NA,NA,NA,NA
"786",2005,"Idaho","ID","Kempthorne, Dirk",2,0,4,0,0,0,0,0,4.03333333333333,0.92032099,120258,115993,0.0367694602260482,0.70823598,33.3172,-0.27465299,40.422001,0.4258,NA,NA,NA,NA,NA,NA,0.5775,0.3275,NA,NA,NA,NA,NA,NA,NA,0.57,0.394285714285714,0
"787",2006,"Idaho","ID","Kempthorne, Dirk",2,0,4,0,0,1,0,0,3.475,0.95940101,124319,120258,0.0337690631808278,0.712789,23.1654,-0.243388,39.883999,0.4558,198845,237437,450832,0.5267,0.441062302587217,0.0856376974127835,0.55,0.32,NA,NA,NA,NA,NA,NA,NA,0.54,0.435833333333333,0
"788",2007,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",1,0,4,0,0,0,0,0,3.04166666666667,0.99624503,134410,124319,0.0811702153331348,0.71734297,31.6518,-0.24875499,42.585999,0.4558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",2008,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",1,0,4,0,0,0,0,0,5.14166666666667,1.03227,134959,134410,0.00408451752101779,0.72368199,36.255199,-0.224582,42.330002,0.4558,NA,NA,NA,NA,NA,NA,NA,NA,403012,236440,NA,655032,0.615,0.361,NA,0.43,0.56,0
"790",2009,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",1,0,4,0,0,0,0,1,8.73333333333333,1.0272501,136062,134959,0.00817285249594324,0.730021,27.6924,-0.133066,40.577999,0.4558,NA,NA,NA,NA,NA,NA,0.47,0.35,NA,NA,NA,NA,NA,NA,NA,0.45,0.47,1
"791",2010,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",1,0,4,0,0,1,0,0,8.96666666666667,1.02766,142698,136062,0.0487718834060942,0.71850801,19.7222,-0.24427199,38.130001,0.35730001,148680,267483,452535,0.5911,0.328549172992144,0.262550827007856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",2011,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",2,0,4,0,0,0,0,0,8.31666666666667,NA,NA,142698,NA,NA,24.2631,-0.15686899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",2012,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",2,0,4,0,0,0,0,0,7.2,NA,NA,NA,NA,NA,27.086399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420911,212787,NA,652274,0.645,0.326,NA,NA,NA,NA
"794",2013,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",2,0,4,0,0,0,0,0,6.11666666666667,NA,NA,NA,NA,NA,24.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",2014,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",2,0,4,0,0,1,0,0,4.86666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,169556,235405,439830,0.5352,0.385503489984767,0.149696510015233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",2015,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",3,0,4,0,0,0,0,0,4.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",2016,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",3,0,4,0,0,NA,0,0,3.76666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409055,189765,28331,690255,0.593,0.275,0.041,NA,NA,NA
"798",2017,"Idaho","ID","Otter, C. L. """"""""Butch""""""""",3,0,4,0,0,NA,0,0,3.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",1950,"Illinois","IL","Stevensn II, Adlai",1,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.93730497,NA,NA,NA,0.57279998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",1951,"Illinois","IL","Stevensn II, Adlai",1,1,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.982252,NA,NA,NA,0.57279998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",1952,"Illinois","IL","Stevensn II, Adlai",1,1,4,0,0,1,0,0,NA,NA,NA,NA,NA,0.934627,NA,NA,NA,0.47420001,NA,NA,NA,NA,NA,NA,NA,NA,2457327,2013920,NA,4481058,0.548,0.449,NA,NA,NA,NA
"802",1953,"Illinois","IL","Stratton, William G.",1,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.887003,NA,NA,NA,0.47420001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",1954,"Illinois","IL","Stratton, William G.",1,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.850407,NA,NA,NA,0.47420001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",1955,"Illinois","IL","Stratton, William G.",1,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.813811,NA,NA,NA,0.47420001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",1956,"Illinois","IL","Stratton, William G.",1,0,4,0,0,1,0,0,NA,NA,NA,NA,NA,0.82189697,NA,NA,51.418999,0.4957,NA,NA,NA,NA,NA,NA,NA,NA,2623327,1775682,NA,4407407,0.595,0.403,NA,NA,NA,NA
"806",1957,"Illinois","IL","Stratton, William G.",2,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.829983,NA,NA,49.049,0.4957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",1958,"Illinois","IL","Stratton, William G.",2,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.86705798,NA,NA,54.134998,0.4957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",1959,"Illinois","IL","Stratton, William G.",2,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,0.90413398,NA,NA,51.308998,0.4957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",1960,"Illinois","IL","Stratton, William G.",2,0,4,0,0,1,0,0,NA,0.117899,NA,NA,NA,0.94847399,58.5965,NA,47.844002,0.55620003,NA,NA,NA,NA,NA,NA,NA,NA,2368988,2377846,NA,4757409,0.498,0.5,NA,NA,NA,NA
"810",1961,"Illinois","IL","Kerner, Otto",1,1,4,0,0,0,0,0,NA,0.119516,NA,NA,NA,0.992814,52.351002,NA,54.851002,0.55620003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",1962,"Illinois","IL","Kerner, Otto",1,1,4,0,0,0,0,0,NA,0.122264,NA,NA,NA,0.99410498,52.303902,NA,52.125999,0.55620003,NA,NA,NA,NA,NA,NA,0.32,0.52,NA,NA,NA,NA,NA,NA,NA,0.6,0.35,1
"812",1963,"Illinois","IL","Kerner, Otto",1,1,4,0,0,0,0,0,NA,0.123074,1841,NA,NA,0.99539602,54.583698,NA,50.264,0.55620003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",1964,"Illinois","IL","Kerner, Otto",1,1,4,0,0,1,0,0,NA,0.12748399,1946,1841,0.0570342205323193,0.998478,55.9422,NA,56.268002,0.51920003,NA,NA,NA,NA,NA,NA,NA,NA,1905946,2796833,NA,4702841,0.405,0.595,NA,NA,NA,NA
"814",1965,"Illinois","IL","Kerner, Otto",2,1,4,0,0,0,0,0,NA,0.134515,2197,1946,0.128982528263104,0.99235302,47.334301,NA,58.112999,0.51920003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",1966,"Illinois","IL","Kerner, Otto",2,1,4,0,0,0,0,0,NA,0.141941,2273,2197,0.0345926263086027,0.99892402,46.3652,NA,57.855999,0.51920003,NA,NA,NA,NA,NA,NA,0.61,0.34,NA,NA,NA,NA,NA,NA,NA,0.368,0.528,1
"816",1967,"Illinois","IL","Kerner, Otto",2,1,4,0,0,0,0,0,NA,0.149271,2335,2273,0.0272767267927849,0.990201,46.0788,NA,60.983002,0.51920003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",1968,"Illinois","IL","Kerner, Otto followed by Samuel H. Shapiro",0,1,4,0,0,1,0,0,NA,0.158712,2497,2335,0.0693790149892934,0.93880701,59.743698,NA,57.122002,0.48649999,2179501,2307295,4506000,0.512,0.483688637372392,0.0283113626276076,NA,NA,2174774,2039814,390958,4619749,0.471,0.442,0.085,NA,NA,NA
"818",1969,"Illinois","IL","Ogilvie, Richard B.",1,0,4,0,0,0,0,0,NA,0.17021599,2750,2497,0.101321585903084,0.88741398,51.987801,NA,51.498001,0.48649999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",1970,"Illinois","IL","Ogilvie, Richard B.",1,0,4,0,0,0,0,0,NA,0.181518,3015,2750,0.0963636363636364,0.89824599,48.8414,NA,49.616001,0.48649999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",1971,"Illinois","IL","Ogilvie, Richard B.",1,0,4,0,0,0,0,0,NA,0.19295,3265,3015,0.0829187396351576,0.90907902,50.8218,NA,51.813999,0.48649999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",1972,"Illinois","IL","Ogilvie, Richard B.",1,0,4,0,0,1,0,0,NA,0.203655,3773,3265,0.155589586523737,0.95297801,49.658298,NA,48.25,0.50830001,2293809,2371301,4678802,0.5068,0.490255625264758,0.0165443747352421,NA,NA,2788179,1913472,NA,4723236,0.59,0.405,NA,NA,NA,NA
"822",1973,"Illinois","IL","Walker, Daniel",1,1,4,0,0,0,0,1,NA,0.220203,4481,3773,0.187649085608269,0.99687803,54.619301,NA,42.935001,0.50830001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",1974,"Illinois","IL","Walker, Daniel",1,1,4,0,0,0,0,1,NA,0.24499799,5186,4481,0.157330952912296,0.96185797,49.7043,NA,43.532001,0.50830001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
